file,model,language,strategy,retries,num_comp,temp,status,quality
385.ts,codex,ts,tree,1,10,0.8,failure,NA
59.ts,codex,ts,tree,1,10,1,failure,NA
59.ts,codex,ts,tree,1,10,0.8,failure,NA
1243.ts,codex,ts,tree,1,10,1,failure,NA
1243.ts,codex,ts,tree,1,10,0.8,failure,NA
964.ts,codex,ts,tree,1,10,1,success,25
964.ts,codex,ts,tree,1,10,0.8,success,25
725.ts,codex,ts,tree,1,10,1,failure,NA
725.ts,codex,ts,tree,1,10,0.8,failure,NA
1166.ts,codex,ts,tree,1,10,1,success,0
1166.ts,codex,ts,tree,1,10,0.8,success,0
248.ts,codex,ts,tree,1,10,1,success,15
248.ts,codex,ts,tree,1,10,0.8,success,15
1573.ts,codex,ts,tree,1,10,1,failure,NA
1573.ts,codex,ts,tree,1,10,0.8,failure,NA
1754.ts,codex,ts,tree,1,10,1,success,0
1754.ts,codex,ts,tree,1,10,0.8,success,0
305.ts,codex,ts,tree,1,10,1,success,0
305.ts,codex,ts,tree,1,10,0.8,success,0
1608.ts,codex,ts,tree,1,10,1,failure,NA
1608.ts,codex,ts,tree,1,10,0.8,failure,NA
696.ts,codex,ts,tree,1,10,1,failure,NA
696.ts,codex,ts,tree,1,10,0.8,failure,NA
194.ts,codex,ts,tree,1,10,1,success,5
194.ts,codex,ts,tree,1,10,0.8,success,0
498.ts,codex,ts,tree,1,10,1,failure,NA
498.ts,codex,ts,tree,1,10,0.8,failure,NA
1109.ts,codex,ts,tree,1,10,1,success,0
1109.ts,codex,ts,tree,1,10,0.8,success,0
543.ts,codex,ts,tree,1,10,1,success,5
543.ts,codex,ts,tree,1,10,0.8,success,0
435.ts,codex,ts,tree,1,10,1,success,0
435.ts,codex,ts,tree,1,10,0.8,success,0
6.ts,codex,ts,tree,1,10,1,success,0
6.ts,codex,ts,tree,1,10,0.8,failure,NA
1829.ts,codex,ts,tree,1,10,1,failure,NA
1829.ts,codex,ts,tree,1,10,0.8,failure,NA
175.ts,codex,ts,tree,1,10,1,success,0
175.ts,codex,ts,tree,1,10,0.8,success,0
1076.ts,codex,ts,tree,1,10,1,success,0
1076.ts,codex,ts,tree,1,10,0.8,success,0
49.ts,codex,ts,tree,1,10,1,failure,NA
49.ts,codex,ts,tree,1,10,0.8,failure,NA
999.ts,codex,ts,tree,1,10,1,failure,NA
999.ts,codex,ts,tree,1,10,0.8,failure,NA
822.ts,codex,ts,tree,1,10,1,success,5
822.ts,codex,ts,tree,1,10,0.8,success,10
1368.ts,codex,ts,tree,1,10,1,success,30
1368.ts,codex,ts,tree,1,10,0.8,failure,NA
782.ts,codex,ts,tree,1,10,1,failure,NA
782.ts,codex,ts,tree,1,10,0.8,failure,NA
788.ts,codex,ts,tree,1,10,1,success,0
788.ts,codex,ts,tree,1,10,0.8,success,0
1091.ts,codex,ts,tree,1,10,1,success,0
1091.ts,codex,ts,tree,1,10,0.8,success,0
1197.ts,codex,ts,tree,1,10,1,success,0
1197.ts,codex,ts,tree,1,10,0.8,success,0
1361.ts,codex,ts,tree,1,10,1,failure,NA
1361.ts,codex,ts,tree,1,10,0.8,failure,NA
1570.ts,codex,ts,tree,1,10,1,failure,NA
1570.ts,codex,ts,tree,1,10,0.8,failure,NA
1725.ts,codex,ts,tree,1,10,1,success,0
1725.ts,codex,ts,tree,1,10,0.8,success,0
1331.ts,codex,ts,tree,1,10,1,success,0
1331.ts,codex,ts,tree,1,10,0.8,success,0
675.ts,codex,ts,tree,1,10,1,success,0
675.ts,codex,ts,tree,1,10,0.8,success,0
954.ts,codex,ts,tree,1,10,1,success,0
954.ts,codex,ts,tree,1,10,0.8,success,0
77.ts,codex,ts,tree,1,10,1,success,0
77.ts,codex,ts,tree,1,10,0.8,success,0
493.ts,codex,ts,tree,1,10,1,success,39
493.ts,codex,ts,tree,1,10,0.8,timeout,NA
604.ts,codex,ts,tree,1,10,1,failure,NA
604.ts,codex,ts,tree,1,10,0.8,failure,NA
938.ts,codex,ts,tree,1,10,1,success,0
938.ts,codex,ts,tree,1,10,0.8,success,0
402.ts,codex,ts,tree,1,10,1,failure,NA
402.ts,codex,ts,tree,1,10,0.8,success,0
1764.ts,codex,ts,tree,1,10,1,success,15
1764.ts,codex,ts,tree,1,10,0.8,success,0
1217.ts,codex,ts,tree,1,10,1,timeout,NA
1217.ts,codex,ts,tree,1,10,0.8,timeout,NA
1727.ts,codex,ts,tree,1,10,1,failure,NA
1727.ts,codex,ts,tree,1,10,0.8,failure,NA
126.ts,codex,ts,tree,1,10,1,failure,NA
126.ts,codex,ts,tree,1,10,0.8,failure,NA
523.ts,codex,ts,tree,1,10,1,success,0
523.ts,codex,ts,tree,1,10,0.8,success,0
1161.ts,codex,ts,tree,1,10,1,success,0
1161.ts,codex,ts,tree,1,10,0.8,failure,NA
724.ts,codex,ts,tree,1,10,1,success,0
724.ts,codex,ts,tree,1,10,0.8,success,0
1366.ts,codex,ts,tree,1,10,1,failure,NA
1366.ts,codex,ts,tree,1,10,0.8,failure,NA
361.ts,codex,ts,tree,1,10,1,failure,NA
361.ts,codex,ts,tree,1,10,0.8,failure,NA
221.ts,codex,ts,tree,1,10,1,failure,NA
221.ts,codex,ts,tree,1,10,0.8,failure,NA
281.ts,codex,ts,tree,1,10,1,failure,NA
281.ts,codex,ts,tree,1,10,0.8,failure,NA
553.ts,codex,ts,tree,1,10,1,failure,NA
553.ts,codex,ts,tree,1,10,0.8,failure,NA
1226.ts,codex,ts,tree,1,10,1,success,0
1226.ts,codex,ts,tree,1,10,0.8,success,0
1196.ts,codex,ts,tree,1,10,1,timeout,NA
1196.ts,codex,ts,tree,1,10,0.8,failure,NA
557.ts,codex,ts,tree,1,10,1,success,0
557.ts,codex,ts,tree,1,10,0.8,success,0
1433.ts,codex,ts,tree,1,10,1,failure,NA
1433.ts,codex,ts,tree,1,10,0.8,failure,NA
649.ts,codex,ts,tree,1,10,1,success,10
649.ts,codex,ts,tree,1,10,0.8,success,10
708.ts,codex,ts,tree,1,10,1,failure,NA
708.ts,codex,ts,tree,1,10,0.8,failure,NA
580.ts,codex,ts,tree,1,10,1,failure,NA
580.ts,codex,ts,tree,1,10,0.8,failure,NA
234.ts,codex,ts,tree,1,10,1,success,10
234.ts,codex,ts,tree,1,10,0.8,success,0
492.ts,codex,ts,tree,1,10,1,success,0
492.ts,codex,ts,tree,1,10,0.8,success,0
497.ts,codex,ts,tree,1,10,1,success,0
497.ts,codex,ts,tree,1,10,0.8,success,0
1010.ts,codex,ts,tree,1,10,1,success,0
1010.ts,codex,ts,tree,1,10,0.8,success,0
570.ts,codex,ts,tree,1,10,1,success,0
570.ts,codex,ts,tree,1,10,0.8,success,0
1722.ts,codex,ts,tree,1,10,1,failure,NA
1722.ts,codex,ts,tree,1,10,0.8,success,0
922.ts,codex,ts,tree,1,10,1,success,0
922.ts,codex,ts,tree,1,10,0.8,success,0
1499.ts,codex,ts,tree,1,10,1,failure,NA
1499.ts,codex,ts,tree,1,10,0.8,failure,NA
1372.ts,codex,ts,tree,1,10,1,success,0
1372.ts,codex,ts,tree,1,10,0.8,success,0
1403.ts,codex,ts,tree,1,10,1,failure,NA
1403.ts,codex,ts,tree,1,10,0.8,failure,NA
